Código Candidato,Data de nascimento,Série,Unidade,Data de Inscrição,Data da matrícula,Tipo,Bolsa (%),Real Anuidade
CL9008,29/9/2013,6º ano,Alípio de Melo,18/08/2024 22:44:00,16/09/2024,Rematrícula,"41,70%",17.452
CL9011,16/9/2013,6º ano,Alípio de Melo,18/08/2024 22:44:00,23/10/2024,Rematrícula,"58,00%",12.525
CL9013,22/08/2014,5º ano,Castelo,18/8/2024 22:45:00,09/10/2024,Rematrícula,"40,00%",14.635
CL9014,12/07/2008,3ª série,Carajás,18/08/2024 22:45:00,19/12/2024,Rematrícula,"100,00%",24.615
CL9015,,2ª série,,18/08/2024 22:44:00,,Rematrícula,,
CL9019,25/12/2020,Infantil 4 bilíngue,Mais Cidade Nova,18/08/2024 22:46:00,04/10/2024,Rematrícula,"70,00%",15.974
CL9023,22/01/2010,1ª série,Lagoa Santa,18/08/2024 22:45:00,19/12/2024,Rematrícula,"44,00%",18.719
CL9025,21/12/2009,1ª série,Jardim Canadá,18/08/2024 22:46:00,03/01/2025,Rematrícula,"80,00%",7.044
CL9026,19/05/2015,4º ano,Carajás,18/08/2024 22:45:00,25/11/2024,Rematrícula,"100,00%",22.238
CL9027,3/9/2012,7º ano bilíngue,Carajás,18/8/2024 22:44:00,06/12/2024,Rematrícula,"100,00%",38.376
CL9030,5/3/2008,3ª série,Mais Buritis,18/08/2024 22:46:00,21/10/2024,Rematrícula,"39,00%",26.911
CL9031,08/01/2011,9º ano,Carajás,18/08/2024 22:45:00,27/11/2024,Rematrícula,"100,00%",23.427
CL9032,,1ª série,,18/08/2024 22:47:00,,Rematrícula,,
CL9033,30/04/2012,8º ano bilíngue,Mais Belvedere,18/08/2024 22:47:00,18/09/2024,Rematrícula,"61,50%",25.143
CL9037,23/07/2019,Infantil 5,Castelo,18/8/2024 22:45:00,10/10/2024,Rematrícula,"50,00%",11.902
CL9041,6/6/2019,Infantil 5,Gutierrez,18/08/2024 22:44:00,02/10/2024,Rematrícula,"100,00%",694.0
CL9043,03/07/2015,4º ano,Nova Suíça,18/08/2024 22:45:00,24/09/2024,Rematrícula,"48,00%",15.455
CL9045,22/2/2013,7º ano,Gutierrez,18/08/2024 22:46:00,01/10/2024,Rematrícula,"37,10%",21.388
CL9048,7/8/2012,7º ano bilíngue,Carajás,18/08/2024 22:44:00,21/01/2025,Rematrícula,"100,00%",35.178
CL9061,18/8/2014,5º ano bilíngue,Carajás,18/8/2024 22:45:00,12/12/2024,Rematrícula,"100,00%",32.408
CL9063,24/08/2012,7º ano,Alípio de Melo,18/08/2024 22:45:00,08/11/2024,Rematrícula,"100,00%",471.0
CL9066,22/06/2019,Infantil 5,Lagoa Santa,18/08/2024 22:45:00,21/12/2024,Rematrícula,"70,00%",6.845
CL9067,31/10/2012,7º ano,Mais Pampulha,18/08/2024 22:45:00,10/10/2024,Rematrícula,"55,00%",19.21
CL9068,01/07/2007,2ª série,Gutierrez,18/8/2024 22:46:00,22/11/2024,Rematrícula,"39,00%",23.911
CL9069,18/3/2012,8º ano,Jardim Canadá,30/08/2024 20:34:00,31/10/2024,Rematrícula,"33,00%",22.606
CL9071,20/12/2015,4º ano,Lagoa Santa,18/08/2024 22:45:00,24/01/2025,Rematrícula,"35,00%",14.482
CL9075,08/09/2008,2ª série,Conceição do Mato Dentro,18/08/2024 22:47:00,03/02/2025,Rematrícula,"30,00%",15.23
CL9077,16/12/2011,8º ano,Alípio de Melo,18/08/2024 22:45:00,28/01/2025,Rematrícula,"45,00%",15.656
CL9083,17/02/2022,Infantil 3,Castelo Manacás,18/08/2024 22:46:00,15/01/2025,Rematrícula,"50,00%",11.902
CL9087,,8º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL9088,18/4/2017,2º ano,Conceição do Mato Dentro,18/08/2024 22:45:00,19/12/2024,Rematrícula,"100,00%",11.471
CL9090,20/02/2020,Infantil 5,Castelo Manacás,18/08/2024 22:45:00,07/10/2024,Rematrícula,"51,00%",11.701
CL9099,16/07/2008,2ª série,Alípio de Melo,18/08/2024 22:47:00,08/10/2024,Rematrícula,"30,00%",22.513
CL9102,01/08/2020,Infantil 4,Carlos Prates,18/08/2024 22:46:00,06/12/2024,Rematrícula,"60,00%",9.842
CL9103,25/02/2020,Infantil 5,Alípio de Melo,18/08/2024 22:46:00,24/10/2024,Rematrícula,"61,50%",9.542
CL9107,13/1/2011,9º ano,Ouro Preto,18/08/2024 22:45:00,01/10/2024,Rematrícula,"28,20%",24.392
CL9110,18/10/2007,3ª série,Carlos Prates,18/08/2024 22:44:00,30/11/2024,Rematrícula,"47,00%",19.128
CL9111,15/10/2014,5º ano,Ouro Preto,18/08/2024 22:44:00,23/09/2024,Rematrícula,"60,00%",12.605
CL9116,03/05/2014,6º ano,Alípio de Melo,18/08/2024 22:45:00,13/09/2024,Rematrícula,"65,00%",11.418
CL9121,22/02/2019,1º ano,Castelo,18/08/2024 22:46:00,04/10/2024,Rematrícula,"50,00%",13.031
CL9122,25/6/2021,Infantil 3 bilíngue,Carajás,18/08/2024 22:46:00,23/11/2024,Rematrícula,"100,00%",15.966
CL9123,26/04/2008,3ª série,Ouro Preto,18/08/2024 22:44:00,28/10/2024,Rematrícula,"43,60%",24.767
CL9124,14/01/2016,4º ano,Castelo,18/8/2024 22:46:00,29/01/2025,Rematrícula,"50,00%",11.494
CL9127,04/07/2015,4º ano,Castelo,18/08/2024 22:46:00,04/09/2024,Rematrícula,"31,10%",17.199
CL9130,11/8/2008,2ª série,Santa Amélia,18/08/2024 22:45:00,30/11/2024,Rematrícula,"47,00%",18.732
CL9131,04/08/2012,7º ano,Conceição do Mato Dentro,18/08/2024 22:46:00,29/01/2025,Rematrícula,"21,60%",15.362
CL9132,12/8/2009,9º ano,Carajás,18/8/2024 22:45:00,16/01/2025,Rematrícula,"100,00%",0.0
CL9133,02/03/2013,7º ano,Ouro Preto,18/08/2024 22:46:00,08/11/2024,Rematrícula,"25,00%",25.356
CL9134,03/09/2011,8º ano,Lagoa Santa,18/08/2024 22:46:00,18/01/2025,Rematrícula,"50,40%",15.285
CL9136,4/1/2022,Infantil 4,Gutierrez,18/8/2024 22:46:00,09/01/2025,Rematrícula,"50,00%",13.11
CL9140,30/9/2009,1ª série,Santa Amélia,18/8/2024 22:45:00,06/12/2024,Rematrícula,"57,00%",15.715
CL9141,,1ª série,,18/08/2024 22:45:00,,Rematrícula,,
CL9142,06/12/2007,3ª série,Mais Buritis,18/08/2024 22:45:00,04/02/2025,Rematrícula,"50,00%",24.064
CL9144,13/1/2009,2ª série,Alípio de Melo,18/08/2024 22:47:00,28/09/2024,Rematrícula,"44,60%",18.357
CL9146,,2ª série,,18/08/2024 22:44:00,,Rematrícula,,
CL9149,,Infantil 5,,18/08/2024 22:44:00,,Rematrícula,,
CL9151,09/07/2007,3ª série,Ouro Preto,18/8/2024 22:46:00,09/12/2024,Rematrícula,"50,00%",22.346
CL9153,9/9/2011,8º ano,Nova Suíça,18/8/2024 22:45:00,11/10/2024,Rematrícula,"42,00%",18.852
CL9154,20/07/2018,1º ano,Lagoa Santa,18/8/2024 22:44:00,21/10/2024,Rematrícula,"45,00%",14.076
CL9156,21/01/2008,3ª série,Santa Amélia,18/08/2024 22:46:00,18/12/2024,Rematrícula,"60,00%",16.747
CL9157,27/6/2014,6º ano,Alípio de Melo,18/8/2024 22:45:00,11/09/2024,Rematrícula,"0,00%",28.251
CL9160,05/02/2020,Infantil 5 bilíngue,Mais Belvedere,18/8/2024 22:45:00,29/11/2024,Rematrícula,"60,00%",20.07
CL9163,23/10/2008,2ª série,Ouro Preto Integral,18/08/2024 22:45:00,17/12/2024,Rematrícula,"55,00%",19.531
CL9165,11/03/2019,1º ano,Gutierrez,18/08/2024 22:45:00,25/11/2024,Rematrícula,"50,00%",14.259
CL9166,02/05/2014,6º ano,Carlos Prates,18/08/2024 22:46:00,20/09/2024,Rematrícula,"52,00%",13.608
CL9169,26/5/2014,6º ano,Lagoa Santa,18/08/2024 22:46:00,11/11/2024,Rematrícula,"60,00%",12.785
CL9171,7/7/2012,7º ano,Alípio de Melo,18/08/2024 22:45:00,17/09/2024,Rematrícula,"41,80%",17.426
CL9174,,1ª série,,18/8/2024 22:46:00,,Rematrícula,,
CL9176,26/07/2012,7º ano,Alípio de Melo,18/8/2024 22:46:00,18/09/2024,Rematrícula,"57,00%",12.783
CL9177,22/08/2012,7º ano,Alípio de Melo,18/08/2024 22:46:00,21/11/2024,Rematrícula,"63,00%",11.23
CL9178,21/03/2009,2ª série,Lagoa Santa,18/08/2024 22:44:00,23/01/2025,Rematrícula,"48,50%",17.425
CL9180,5/11/2008,2ª série,Ouro Preto,18/08/2024 22:46:00,02/10/2024,Rematrícula,"25,00%",28.102
CL9183,26/10/2007,3ª série,Carajás,18/08/2024 22:45:00,27/12/2024,Rematrícula,"100,00%",24.615
CL9184,13/06/2007,3ª série,Jaraguá,18/08/2024 22:45:00,04/11/2024,Rematrícula,"26,70%",25.788
CL9186,27/05/2011,9º ano,Mais Buritis,18/08/2024 22:46:00,24/09/2024,Rematrícula,"60,00%",16.056
CL9187,30/05/2016,4º ano,Ouro Preto,18/08/2024 22:45:00,21/10/2024,Rematrícula,"50,00%",15.173
CL9190,10/6/2014,6º ano,Gutierrez,18/08/2024 22:46:00,10/01/2025,Rematrícula,"57,00%",14.665
CL9197,20/01/2016,4º ano,Jaraguá,18/8/2024 22:45:00,18/10/2024,Rematrícula,"38,00%",15.677
CL9198,27/08/2015,4º ano,Castelo Manacás,18/08/2024 22:46:00,03/12/2024,Rematrícula,"43,00%",14.575
CL9199,24/10/2019,Infantil 5,Castelo Manacás,18/8/2024 22:45:00,21/08/2024,Rematrícula,"45,00%",12.36
CL9203,12/3/2015,5º ano bilíngue,Mais Buritis,18/08/2024 22:45:00,05/09/2024,Rematrícula,"40,00%",34.051
CL9208,25/02/2017,3º ano,Carlos Prates,18/8/2024 22:44:00,20/09/2024,Rematrícula,"50,00%",12.429
CL9209,,3ª série,,18/08/2024 22:46:00,,Rematrícula,,
CL9213,18/9/2014,5º ano,Castelo,18/08/2024 22:46:00,09/12/2024,Rematrícula,"57,00%",10.886
CL9215,26/06/2013,7º ano,Alípio de Melo,18/08/2024 22:44:00,26/12/2024,Rematrícula,"40,00%",17.068
CL9233,19/12/2007,3ª série,Santa Amélia,18/08/2024 22:45:00,17/09/2024,Rematrícula,"55,00%",18.453
CL9236,,9º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL9240,15/07/2019,Infantil 5,Lagoa Santa,18/8/2024 22:45:00,27/11/2024,Rematrícula,"40,00%",14.059
CL9242,16/12/2012,7º ano,Alípio de Melo,18/08/2024 22:46:00,16/10/2024,Rematrícula,"54,00%",13.678
CL9247,18/07/2018,1º ano bilíngue,Mais Pampulha,18/08/2024 22:45:00,20/01/2025,Rematrícula,"55,00%",24.531
CL9249,,8º ano,,27/08/2024 16:18:00,,Rematrícula,,
CL9250,14/3/2011,9º ano,Carajás,18/08/2024 22:45:00,13/12/2024,Rematrícula,"100,00%",23.427
CL9254,23/05/2011,9º ano,Mais Cidade Nova,18/08/2024 22:44:00,13/11/2024,Rematrícula,"53,80%",18.682
CL9256,31/03/2007,3º ano,Ouro Preto,18/08/2024 22:46:00,29/11/2024,Rematrícula,"50,00%",14.473
CL9261,,6º ano,,18/08/2024 22:44:00,,Rematrícula,,
CL9263,28/10/2010,9º ano,Nova Suíça,27/08/2024 17:38:00,19/12/2024,Rematrícula,"50,00%",17.339
CL9265,14/03/2019,1º ano,Carajás,18/08/2024 22:46:00,18/11/2024,Rematrícula,"100,00%",22.238
CL9266,07/11/2011,8º ano,Carajás,18/08/2024 22:44:00,12/12/2024,Rematrícula,"100,00%",23.427
CL9270,19/8/2009,1ª série,Ouro Preto Integral,18/08/2024 22:47:00,25/10/2024,Rematrícula,"50,00%",21.336
CL9273,22/8/2012,7º ano,Mais Cidade Nova,18/08/2024 22:45:00,03/10/2024,Rematrícula,"54,00%",20.88
CL9281,18/2/2014,6º ano,Lagoa Santa,18/08/2024 22:47:00,08/11/2024,Rematrícula,"35,00%",19.295
CL9282,,2ª série,,18/08/2024 22:47:00,,Rematrícula,,
CL9283,27/10/2012,7º ano,Ouro Preto,18/08/2024 22:45:00,28/09/2024,Rematrícula,"28,00%",24.452
CL9284,12/07/2018,1º ano,Gutierrez,18/8/2024 22:45:00,28/10/2024,Rematrícula,"40,00%",17.479
CL9286,,4º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL9289,19/08/2008,2ª série,Santa Amélia,18/08/2024 22:47:00,04/10/2024,Rematrícula,"38,10%",21.417
CL9290,,6º ano,,18/08/2024 22:47:00,,Rematrícula,,
CL9292,,8º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL9293,25/05/2010,1ª série,Santa Amélia,18/08/2024 22:45:00,18/12/2024,Rematrícula,"50,00%",17.827
CL9295,20/4/2010,9º ano,Alípio de Melo,18/08/2024 22:47:00,19/12/2024,Rematrícula,"46,60%",15.006
CL9296,22/12/2012,7º ano,Mais Pampulha,18/08/2024 22:45:00,13/11/2024,Rematrícula,"55,70%",19.463
CL9297,26/04/2010,9º ano,Jardim Canadá,18/08/2024 22:44:00,19/12/2024,Rematrícula,"60,00%",14.584
CL9298,,5º ano,,18/08/2024 22:44:00,,Rematrícula,,
CL9303,27/10/2008,2ª série,Lagoa Santa,18/08/2024 22:44:00,12/11/2024,Rematrícula,"59,10%",14.115
CL9304,25/04/2008,2ª série,Alípio de Melo,18/08/2024 22:47:00,09/10/2024,Rematrícula,"38,90%",19.462
CL9310,11/08/2012,7º ano,Conceição do Mato Dentro,18/08/2024 22:47:00,29/01/2025,Rematrícula,"21,60%",15.362
CL9311,,7º ano bilíngue,,18/08/2024 22:45:00,,Rematrícula,,
CL9313,16/05/2007,3ª série,Ouro Preto,18/8/2024 22:46:00,13/11/2024,Rematrícula,"45,00%",24.237
CL9323,11/6/2010,9º ano,Carajás,18/08/2024 22:44,11/12/2024,Rematrícula,"100,00%",23.427
CL9329,,5º ano bilíngue,,18/08/2024 22:45,,Rematrícula,,
CL9333,20/03/2013,7º ano,Santa Amélia,18/08/2024 22:45,22/01/2025,Rematrícula,"46,00%",17.163
CL9338,29/9/2014,5º ano,Gutierrez,18/08/2024 22:47,08/10/2024,Rematrícula,"12,60%",24.411
CL9340,,1ª série,,18/08/2024 22:45,,Rematrícula,,
CL9344,13/01/2018,2º ano,Nova Suíça,18/08/2024 22:45,10/09/2024,Rematrícula,"45,00%",16.214
CL9347,12/07/2018,1º ano,Castelo,18/08/2024 22:45,26/09/2024,Rematrícula,"45,50%",13.662
CL9355,16/9/2014,5º ano,Jaraguá,18/08/2024 22:44,02/12/2024,Rematrícula,"35,00%",16.339
CL9358,20/08/2007,3ª série,Mais Cidade Nova,18/08/2024 22:46,03/02/2025,Rematrícula,"65,00%",19.15
CL9359,22/11/2007,3ª série,Ouro Preto Integral,18/08/2024 22:47,08/10/2024,Rematrícula,"45,00%",26.196
CL9360,18/5/2019,Infantil 5 bilíngue,Mais Cidade Nova,18/08/2024 22:45,13/11/2024,Rematrícula,"65,00%",18.432
CL9363,13/05/2016,3º ano bilíngue,Carajás,18/08/2024 22:45,05/12/2024,Rematrícula,"100,00%",32.408
CL9364,01/09/2008,2ª série,Alípio de Melo,18/08/2024 22:46,01/10/2024,Rematrícula,"45,00%",18.244
CL9365,06/12/2012,7º ano,Mais Cidade Nova,18/08/2024 22:45,10/10/2024,Rematrícula,"66,00%",15.47
CL9367,16/08/2007,3ª série,Carlos Prates,18/08/2024 22:47,10/12/2024,Rematrícula,"48,20%",19.621
CL9370,19/2/2014,6º ano,Carlos Prates,18/08/2024 22:46,25/10/2024,Rematrícula,"70,00%",9.535
CL9375,21/06/2008,2ª série,Ouro Preto,18/08/2024 22:47,13/11/2024,Rematrícula,"15,00%",31.444
CL9378,18/12/2021,Infantil 3 bilíngue,Mais Belvedere,18/08/2024 22:46,27/09/2024,Rematrícula,"60,00%",12.288
CL9380,,3º ano,,18/08/2024 22:46,,Rematrícula,,
CL9381,30/03/2012,7º ano,Gutierrez,18/08/2024 22:47,10/01/2025,Rematrícula,"42,60%",19.214
CL9386,12/01/2022,Infantil 3 bilíngue,Carajás,18/08/2024 22:46,12/11/2024,Rematrícula,"100,00%",15.966
CL9388,01/04/2021,Infantil 3,Gutierrez,18/08/2024 22:46,26/09/2024,Rematrícula,"50,00%",13.526
CL9391,18/01/2021,Infantil 4,Gutierrez,18/08/2024 22:47,13/12/2024,Rematrícula,"50,00%",13.11
CL9392,18/08/2009,1ª série,Jaraguá,18/08/2024 22:44,09/10/2024,Rematrícula,"26,00%",23.761
CL9399,03/07/2020,Infantil 4,Castelo,18/08/2024 22:46,16/09/2024,Rematrícula,"45,00%",12.909
CL9400,09/04/2007,3ª série,Alípio de Melo,18/08/2024 22:44,04/11/2024,Rematrícula,"50,00%",19.041
CL9402,14/3/2010,1ª série,Carlos Prates,18/08/2024 22:46,03/10/2024,Rematrícula,"57,00%",14.051
CL9403,15/10/2012,7º ano,Ouro Preto,18/08/2024 22:45,16/09/2024,Rematrícula,"40,00%",20.833
CL9407,,6º ano,,18/08/2024 22:47,,Rematrícula,,
CL9411,5/2/2015,5º ano,Castelo Manacás,18/08/2024 22:45,01/10/2024,Rematrícula,"53,70%",12.215
CL9414,,Infantil 4,,18/08/2024 22:46,,Rematrícula,,
CL9415,,2ª série,,18/08/2024 22:46,,Rematrícula,,
CL9427,22/6/2009,1ª série,Carajás,18/08/2024 22:45,13/12/2024,Rematrícula,"100,00%",24.615
CL9429,21/12/2011,8º ano,Carlos Prates,18/08/2024 22:46,02/10/2024,Rematrícula,"100,00%",0.0
CL9431,04/03/2009,2ª série,Ouro Preto,18/08/2024 22:47,10/12/2024,Rematrícula,"30,00%",26.431
CL9433,8/1/2013,7º ano,Lagoa Santa,18/08/2024 22:44,02/10/2024,Rematrícula,"45,00%",16.691
CL9436,14/4/2014,6º ano,Carajás,18/08/2024 22:45,02/01/2025,Rematrícula,"100,00%",0.0
CL9437,25/11/2011,8º ano bilíngue,Mais Belvedere,18/08/2024 22:45,06/01/2025,Rematrícula,"48,00%",19.016
CL9438,16/02/2007,3ª série,Nova Suíça,18/08/2024 22:45,11/10/2024,Rematrícula,"41,70%",24.634
CL9439,27/06/2014,5º ano bilíngue,Carajás,18/08/2024 22:45,29/11/2024,Rematrícula,"100,00%",32.408
CL9440,4/8/2009,2ª série,Ouro Preto Integral,18/08/2024 22:47,04/09/2024,Rematrícula,"75,00%",12.309
CL9445,1/2/2013,7º ano,Santa Amélia,18/08/2024 22:46,30/09/2024,Rematrícula,"50,00%",16.075
CL9451,2/4/2014,6º ano,Nova Suíça,18/08/2024 22:45,19/12/2024,Rematrícula,"50,00%",16.61
CL9452,14/06/2008,1ª série,Carajás,18/08/2024 22:45,20/12/2024,Rematrícula,"100,00%",24.615
CL9453,,6º ano,,18/08/2024 22:46,,Rematrícula,,
CL9454,28/1/2009,2ª série,Carajás,18/08/2024 22:45,19/12/2024,Rematrícula,"100,00%",24.615
CL9456,12/11/2020,Infantil 4,Gutierrez,18/08/2024 22:45,08/10/2024,Rematrícula,"35,00%",16.96
CL9457,03/11/2011,8º ano,Ouro Preto,18/08/2024 22:44,16/09/2024,Rematrícula,"25,00%",25.356
CL9458,22/12/2014,5º ano,Jaraguá,18/08/2024 22:47,18/12/2024,Rematrícula,"40,00%",15.236
CL9459,23/11/2008,2ª série,Nova Suíça,18/08/2024 22:45,27/11/2024,Rematrícula,"50,00%",18.918
CL9460,20/09/2018,1º ano bilíngue,Carajás,18/08/2024 22:45,18/12/2024,Rematrícula,"100,00%",32.408
CL9461,18/7/2011,8º ano,Jaraguá,18/08/2024 22:47,18/10/2024,Rematrícula,"42,00%",17.454
CL9462,21/2/2011,9º ano,Santa Amélia,18/08/2024 22:46,25/09/2024,Rematrícula,"100,00%",0.0
CL9463,18/01/2012,8º ano,Carajás,18/08/2024 22:45,09/12/2024,Rematrícula,"100,00%",23.427
CL9464,15/03/2010,1ª série,Ouro Preto,18/08/2024 22:45,24/01/2025,Rematrícula,"30,00%",26.431
CL9466,13/03/2017,3º ano,Alípio de Melo,18/08/2024 22:44,06/09/2024,Rematrícula,"54,00%",12.149
CL9473,17/7/2014,5º ano,Alípio de Melo,18/08/2024 22:45,28/10/2024,Rematrícula,"60,00%",10.826
CL9474,17/08/2014,5º ano,Carajás,18/08/2024 22:45,29/11/2024,Rematrícula,"100,00%",22.238
CL9479,,8º ano,,18/08/2024 22:47,,Rematrícula,,
CL9480,17/9/2012,7º ano,Santa Amélia,18/08/2024 22:44,21/11/2024,Rematrícula,"49,80%",16.129
CL9481,26/1/2011,9º ano,Carajás,18/08/2024 22:44,11/12/2024,Rematrícula,"100,00%",23.427
CL9490,24/05/2009,2ª série,Mais Buritis,18/08/2024 22:46,19/09/2024,Rematrícula,"35,00%",25.276
CL9496,24/07/2014,5º ano,Ouro Preto,18/08/2024 22:44,02/10/2024,Rematrícula,"30,00%",20.309
CL9501,24/04/2019,Infantil 5,Carlos Prates,18/08/2024 22:45,09/10/2024,Rematrícula,"52,00%",11.446
CL9502,30/11/2011,8º ano,Carajás,18/08/2024 22:44,12/12/2024,Rematrícula,"100,00%",23.427
CL9504,9/9/2010,9º ano,Conceição do Mato Dentro,18/08/2024 22:47,27/01/2025,Rematrícula,"20,00%",15.324
CL9507,17/12/2021,Infantil 3,Carlos Prates,18/08/2024 22:46,17/09/2024,Rematrícula,"70,00%",7.837
CL9510,,1ª série,,18/08/2024 22:46,,Rematrícula,,
CL9511,19/12/2014,5º ano,Alípio de Melo,18/08/2024 22:44,07/11/2024,Rematrícula,"49,20%",13.207
CL9513,08/08/2010,9º ano,Ouro Preto,18/08/2024 22:44,03/10/2024,Rematrícula,"40,10%",20.803
CL9514,08/01/2011,9º ano,Alípio de Melo,18/08/2024 22:44,02/01/2025,Rematrícula,"36,00%",18.928
CL9515,21/9/2008,2ª série,Alípio de Melo,18/08/2024 22:44,30/01/2025,Rematrícula,"100,00%",0.0
CL9517,21/4/2011,8º ano,Nova Suíça,18/08/2024 22:46,17/01/2025,Rematrícula,"55,00%",14.99
CL9519,18/07/2012,7º ano,Jardim Canadá,18/08/2024 22:44,09/10/2024,Rematrícula,"50,00%",17.555
CL9520,01/02/2020,Infantil 5,Nova Suíça,18/08/2024 22:45,07/10/2024,Rematrícula,"100,00%",0.0
CL9521,8/6/2015,5º ano bilíngue,Mais Belvedere,18/08/2024 22:45,03/10/2024,Rematrícula,"32,00%",29.255
CL9525,26/9/2007,2ª série,Mais Belvedere,18/08/2024 22:46,16/11/2024,Rematrícula,"40,00%",29.472
CL9526,14/08/2018,1º ano,Castelo,18/08/2024 22:44,10/09/2024,Rematrícula,"45,00%",13.733
CL9527,,1ª série,,18/08/2024 22:46,,Rematrícula,,
CL9531,27/10/2020,Infantil 4 bilíngue,Mais Buritis,30/09/2024 21:14,09/10/2024,Rematrícula,"59,00%",20.834
CL9535,25/11/2017,2º ano,Castelo,18/08/2024 22:47,01/11/2024,Rematrícula,"50,00%",12.429
CL9538,9/6/2014,6º ano,Mais Cidade Nova,18/08/2024 22:44,23/11/2024,Rematrícula,"63,00%",15.402
CL9544,13/8/2007,3ª série,Carlos Prates,18/08/2024 22:44,09/10/2024,Rematrícula,"51,00%",17.84
CL9545,22/1/2012,8º ano,Santa Amélia,18/08/2024 22:44,20/12/2024,Rematrícula,"56,50%",14.307
CL9549,,7º ano,,18/08/2024 22:46,,Rematrícula,,
CL9552,21/05/2013,7º ano bilíngue,Carajás,18/08/2024 22:45,11/12/2024,Rematrícula,"100,00%",38.376
CL9553,22/04/2008,2ª série,Lagoa Santa,18/08/2024 22:47,19/12/2024,Rematrícula,"30,80%",22.515
CL9556,09/06/2009,2ª série,Carlos Prates,18/08/2024 22:46,14/10/2024,Rematrícula,"47,00%",17.157
CL9557,25/4/2009,1ª série,Ouro Preto,18/08/2024 22:47,03/09/2024,Rematrícula,"12,80%",32.179
CL9560,22/05/2019,Infantil 5,Castelo,18/08/2024 22:46,25/09/2024,Rematrícula,"50,00%",11.353
CL9562,18/7/2017,2º ano bilíngue,Carajás,18/08/2024 22:45,21/11/2024,Rematrícula,"100,00%",32.408
CL9563,11/09/2017,2º ano bilíngue,Mais Pampulha,18/08/2024 22:45,03/10/2024,Rematrícula,"50,00%",29.528
CL9564,4/2/2013,7º ano,Alípio de Melo,18/08/2024 22:45,30/09/2024,Rematrícula,"40,00%",17.892
CL9565,,2ª série,,18/08/2024 22:45,,Rematrícula,,
CL9566,12/07/2018,1º ano,Ouro Preto,18/08/2024 22:46,03/02/2025,Rematrícula,"40,00%",17.062
CL9570,9/4/2013,6º ano,Alípio de Melo,18/08/2024 22:46,02/10/2024,Rematrícula,"45,00%",16.597
CL9571,5/5/2011,9º ano,Santa Amélia,18/08/2024 22:47,10/10/2024,Rematrícula,"40,00%",17.806
CL9573,03/08/2010,9º ano,Mais Pampulha,18/08/2024 22:45,21/10/2024,Rematrícula,"41,60%",25.351
CL9574,27/11/2008,2ª série,Lagoa Santa,18/08/2024 22:44,28/09/2024,Rematrícula,"80,00%",6.275
CL9576,22/06/2012,7º ano,Carajás,18/08/2024 22:44,05/12/2024,Rematrícula,"100,00%",23.427
CL9580,28/7/2006,3ª série,Conceição do Mato Dentro,18/08/2024 22:46,29/01/2025,Rematrícula,"18,30%",20.653
CL9581,27/5/2017,2º ano,Castelo Manacás,18/08/2024 22:45,10/12/2024,Rematrícula,"57,00%",10.485
CL9585,16/12/2008,2ª série,Alípio de Melo,18/08/2024 22:47,25/09/2024,Rematrícula,"61,10%",13.143
CL9588,15/10/2010,9º ano,Santa Amélia,18/08/2024 22:47,15/01/2025,Rematrícula,"54,80%",14.769
CL9593,07/02/2016,4º ano,Gutierrez,18/08/2024 22:46,03/12/2024,Rematrícula,"50,00%",12.649
CL9595,23/07/2009,1ª série,Alípio de Melo,18/08/2024 22:46,11/09/2024,Rematrícula,"100,00%",0.0
CL9597,27/03/2014,5º ano,Carajás,18/08/2024 22:45,29/11/2024,Rematrícula,"100,00%",22.238
CL9599,,1ª série,,18/08/2024 22:45,,Rematrícula,,
CL9600,19/10/2012,7º ano bilíngue,Carajás,18/08/2024 22:44,12/12/2024,Rematrícula,"100,00%",38.376
CL9602,10/10/2007,3ª série,Ouro Preto,18/08/2024 22:47,08/01/2025,Rematrícula,"30,00%",29.91
CL9604,28/1/2014,6º ano,Alípio de Melo,18/08/2024 22:47,27/09/2024,Rematrícula,"50,00%",15.303
CL9612,,7º ano,,18/08/2024 22:45,,Rematrícula,,
CL9618,01/12/2015,4º ano bilíngue,Carajás,18/08/2024 22:45,27/11/2024,Rematrícula,"100,00%",32.408
CL9624,24/2/2018,2º ano,Lagoa Santa,18/08/2024 22:46,03/10/2024,Rematrícula,"45,00%",14.076
CL9625,20/5/2016,4º ano,Santa Amélia,18/08/2024 22:47,25/11/2024,Rematrícula,"41,80%",15.588
CL9627,,1ª série,,18/08/2024 22:46,,Rematrícula,,
CL9629,15/2/2012,8º ano,Mais Belvedere,18/08/2024 22:47,24/09/2024,Rematrícula,"100,00%",0.0
CL9632,10/04/2010,9º ano,Conceição do Mato Dentro,18/08/2024 22:46,30/01/2025,Rematrícula,"12,00%",17.048
CL9635,25/01/2009,1ª série,Alípio de Melo,18/08/2024 22:46,08/01/2025,Rematrícula,"60,00%",13.974
CL9637,31/8/2016,3º ano,Carajás,18/08/2024 22:46,26/11/2024,Rematrícula,"100,00%",22.238
CL9638,7/11/2011,8º ano,Santa Amélia,18/08/2024 22:45,13/11/2024,Rematrícula,"40,00%",18.795
